#h_f_dist	0	h_dist	
#err	sigma	lambda	
0	1	0.003	3.111111111111111
0	1	0.01	16.0
0	1	0.03	30.833333333333336
0	1	0.1	43.06049822064057
0	1	0.3	53.58649789029536
0	1	1	59.91379310344828
0	1.3	0.001	0.4329004329004329
0	1.3	0.003	7.6923076923076925
0	1.3	0.01	24.0
0	1.3	0.03	27.67857142857143
0	1.3	0.1	47.88135593220339
0	1.3	0.3	56.734693877551024
0	1.3	1	55.12820512820513
0	1.7	0.001	0.4149377593360996
0	1.7	0.003	8.0
0	1.7	0.01	28.07017543859649
0	1.7	0.03	34.883720930232556
0	1.7	0.1	52.83018867924528
0	1.7	0.3	57.20930232558139
0	1.7	1	60.50420168067227
0	2.1	0.001	1.293103448275862
0	2.1	0.003	13.934426229508196
0	2.1	0.01	26.160337552742618
0	2.1	0.03	39.75409836065574
0	2.1	0.1	54.58515283842795
0	2.1	0.3	58.55513307984791
0	2.1	1	62.17391304347826
0	2.3	0.001	1.8018018018018018
0	2.3	0.003	10.16260162601626
0	2.3	0.01	35.04273504273504
0	2.3	0.03	45.45454545454545
0	2.3	0.1	52.01793721973094
0	2.3	0.3	51.10132158590308
0	2.3	1	64.19753086419753
0	2.5	0.001	1.3953488372093024
0	2.5	0.003	10.300429184549357
0	2.5	0.01	31.17408906882591
0	2.5	0.03	46.89922480620155
0	2.5	0.1	51.6260162601626
0	2.5	0.3	63.17829457364341
0	2.5	1	63.74999999999999
1	1	0.001	1.2448132780082988
1	1	0.003	22.22222222222222
1	1	0.01	54.22222222222223
1	1	0.03	54.166666666666664
1	1	0.1	48.39857651245551
1	1	0.3	40.50632911392405
1	1	1	32.327586206896555
1	1.3	0.001	6.493506493506493
1	1.3	0.003	34.41295546558704
1	1.3	0.01	57.333333333333336
1	1.3	0.03	62.94642857142857
1	1.3	0.1	44.49152542372881
1	1.3	0.3	38.775510204081634
1	1.3	1	34.61538461538461
1	1.7	0.001	14.937759336099585
1	1.7	0.003	48.0
1	1.7	0.01	57.01754385964912
1	1.7	0.03	56.201550387596896
1	1.7	0.1	41.0377358490566
1	1.7	0.3	36.74418604651163
1	1.7	1	29.831932773109244
1	2.1	0.001	19.82758620689655
1	2.1	0.003	43.44262295081967
1	2.1	0.01	57.383966244725734
1	2.1	0.03	51.229508196721305
1	2.1	0.1	41.04803493449782
1	2.1	0.3	33.07984790874524
1	2.1	1	30.869565217391305
1	2.3	0.001	21.62162162162162
1	2.3	0.003	48.78048780487805
1	2.3	0.01	47.863247863247864
1	2.3	0.03	43.93939393939394
1	2.3	0.1	41.25560538116592
1	2.3	0.3	40.08810572687225
1	2.3	1	28.39506172839506
1	2.5	0.001	24.651162790697676
1	2.5	0.003	54.93562231759657
1	2.5	0.01	52.226720647773284
1	2.5	0.03	44.96124031007752
1	2.5	0.1	40.243902439024396
1	2.5	0.3	32.945736434108525
1	2.5	1	26.25
2	1	0.001	10.78838174273859
2	1	0.003	42.66666666666667
2	1	0.01	25.333333333333336
2	1	0.03	13.333333333333334
2	1	0.1	7.829181494661921
2	1	0.3	5.9071729957805905
2	1	1	7.758620689655173
2	1.3	0.001	20.77922077922078
2	1.3	0.003	34.41295546558704
2	1.3	0.01	16.88888888888889
2	1.3	0.03	8.928571428571429
2	1.3	0.1	7.627118644067797
2	1.3	0.3	4.489795918367347
2	1.3	1	10.256410256410255
2	1.7	0.001	36.09958506224066
2	1.7	0.003	32.800000000000004
2	1.7	0.01	14.473684210526317
2	1.7	0.03	8.527131782945736
2	1.7	0.1	6.132075471698113
2	1.7	0.3	6.046511627906977
2	1.7	1	9.663865546218489
2	2.1	0.001	38.793103448275865
2	2.1	0.003	35.24590163934426
2	2.1	0.01	14.767932489451477
2	2.1	0.03	7.786885245901639
2	2.1	0.1	4.366812227074235
2	2.1	0.3	8.365019011406844
2	2.1	1	6.956521739130435
2	2.3	0.001	31.08108108108108
2	2.3	0.003	29.268292682926827
2	2.3	0.01	15.384615384615385
2	2.3	0.03	10.227272727272728
2	2.3	0.1	5.829596412556054
2	2.3	0.3	8.81057268722467
2	2.3	1	7.4074074074074066
2	2.5	0.001	31.627906976744185
2	2.5	0.003	27.896995708154503
2	2.5	0.01	14.979757085020243
2	2.5	0.03	7.751937984496124
2	2.5	0.1	7.317073170731707
2	2.5	0.3	3.875968992248062
2	2.5	1	10.0
3	1	0.001	44.81327800829876
3	1	0.003	24.88888888888889
3	1	0.01	4.0
3	1	0.03	1.6666666666666667
3	1	0.1	0.3558718861209964
3	1.3	0.001	44.15584415584416
3	1.3	0.003	21.45748987854251
3	1.3	0.01	1.7777777777777777
3	1.3	0.03	0.4464285714285714
3	1.7	0.001	32.780082987551864
3	1.7	0.003	10.0
3	1.7	0.01	0.43859649122807015
3	1.7	0.03	0.3875968992248062
3	2.1	0.001	31.03448275862069
3	2.1	0.003	6.967213114754098
3	2.1	0.01	1.2658227848101267
3	2.1	0.03	1.2295081967213115
3	2.3	0.001	34.234234234234236
3	2.3	0.003	10.16260162601626
3	2.3	0.01	1.7094017094017095
3	2.3	0.03	0.3787878787878788
3	2.3	0.1	0.8968609865470852
3	2.5	0.001	33.48837209302326
3	2.5	0.003	4.721030042918455
3	2.5	0.01	1.214574898785425
3	2.5	0.03	0.3875968992248062
3	2.5	0.1	0.8130081300813009
4	1	0.001	43.15352697095436
4	1	0.003	7.111111111111111
4	1	0.01	0.4444444444444444
4	1	0.1	0.3558718861209964
4	1.3	0.001	28.13852813852814
4	1.3	0.003	2.0242914979757085
4	1.7	0.001	15.767634854771783
4	1.7	0.003	1.2
4	2.1	0.001	9.051724137931034
4	2.1	0.003	0.4098360655737705
4	2.1	0.01	0.42194092827004215
4	2.3	0.001	11.26126126126126
4	2.3	0.003	1.6260162601626018
4	2.5	0.001	8.837209302325581
4	2.5	0.003	2.1459227467811157
4	2.5	0.01	0.4048582995951417
